name	ra_hours	dec_deg	mag
HIP 94799	19.288882	39.12108	6.57
HIP 94975	19.327060	-51.57260	6.57
HIP 95055	19.340854	-1.30976	6.57
HIP 95728	19.470517	29.45027	6.57
HIP 97101	19.733833	9.51763	6.57
HIP 99367	20.168831	8.44340	6.57
HIP 99777	20.244338	36.75207	6.57
HIP 100013	20.290327	39.59354	6.57
HIP 100103	20.307486	-72.97933	6.57
HIP 101164	20.505551	49.78017	6.57
HIP 101325	20.537090	65.39922	6.57
HIP 102377	20.743459	47.29691	6.57
HR 8014	20.938404	-3.56169	6.57
HIP 103516	20.971864	23.04634	6.57
HR 8052	21.146575	-76.21247	6.57
HR 8206	21.415401	49.32313	6.57
HR 8222	21.499882	-19.14783	6.57
HIP 107462	21.765684	25.58342	6.57
HR 8355	21.893343	-10.31162	6.57
HIP 109281	22.138550	24.15678	6.57
HR 8758	23.015208	38.70784	6.57
HIP 114139	23.116103	-30.04814	6.57
HIP 114810	23.256523	-56.69188	6.57
HR 8845	23.266078	24.77095	6.57
HIP 115462	23.389465	-55.55340	6.57
HIP 116131	23.531016	-41.75238	6.57
HIP 116141	23.532219	-25.74414	6.57
HIP 116482	23.602679	-26.87631	6.57
HIP 117770	23.883589	17.89977	6.57
HR 9056	23.940996	83.19112	6.57
HR 5189	13.815320	-35.70495	6.57
HR 7294	19.201579	49.85492	6.57
HIP 969	0.200381	23.47175	6.58
HIP 2101	0.444294	56.64121	6.58
HIP 2753	0.586005	36.83223	6.58
HIP 5927	1.270015	-42.00972	6.58
HR 449	1.622832	74.30096	6.58
HIP 12485	2.677785	-69.23300	6.58
HIP 13241	2.840564	31.97289	6.58
HIP 13333	2.859985	-63.54067	6.58
HIP 13621	2.924507	73.37113	6.58
HIP 13727	2.946792	-35.37779	6.58
HIP 15795	3.392445	58.72202	6.58
HR 1128	3.689553	-19.58439	6.58
HIP 17688	3.788812	-50.75402	6.58
HR 1291	4.142739	-45.86480	6.58
HIP 21257	4.560580	16.32334	6.58
HIP 21749	4.669729	40.78901	6.58
HIP 25674	5.483639	42.27052	6.58
HR 1871	5.565996	1.40765	6.58
HIP 27355	5.793649	54.49466	6.58
HIP 28489	6.014175	-42.87046	6.58
HR 2127	6.038085	1.69405	6.58
HIP 28985	6.116265	-6.20272	6.58
HR 2207	6.225904	18.68035	6.58
HIP 30003	6.315118	23.60328	6.58
HIP 31020	6.509225	-12.08105	6.58
HIP 31092	6.524860	-21.40555	6.58
HIP 31944	6.675383	61.92253	6.58
HIP 32923	6.859277	-6.96651	6.58
HIP 32984	6.871681	-5.17371	6.58
HIP 33534	6.969036	-10.31571	6.58
HIP 33864	7.029781	-35.54792	6.58
HIP 33891	7.035203	-3.75483	6.58
HIP 35910	7.402620	-58.49195	6.58
HIP 36189	7.452532	11.95500	6.58
HIP 36371	7.486480	12.76002	6.58
HIP 36389	7.488563	6.58211	6.58
HIP 37675	7.729976	-40.30933	6.58
HIP 40570	8.282800	59.18936	6.58
HIP 41336	8.433628	-10.51658	6.58
HIP 42069	8.574719	-51.09313	6.58
HIP 42348	8.633789	-11.74373	6.58
HIP 42808	8.721689	-38.88238	6.58
48Iot Cnc	8.777773	28.76506	6.58
HIP 44478	9.062500	-17.49660	6.58
HIP 46273	9.434392	-1.23494	6.58
HIP 47698	9.725170	-20.36584	6.58
HIP 49546	10.116636	-71.47803	6.58
HR 4155	10.604830	-10.58340	6.58
HR 4324	11.118989	-32.58703	6.58
HIP 55549	11.378264	40.17547	6.58
HIP 58331	11.962584	-8.54871	6.58
HIP 58520	12.001437	-78.19293	6.58
HIP 60291	12.362953	-49.94896	6.58
HIP 61982	12.701805	-54.76086	6.58
HIP 63491	13.009317	-33.05133	6.58
HR 5147	13.695991	-33.59738	6.58
HIP 67206	13.771667	-62.45160	6.58
HIP 70042	14.332606	-73.96844	6.58
HIP 72823	14.885173	-38.25700	6.58
HIP 74537	15.230804	-1.35139	6.58
HIP 74740	15.274589	-44.50370	6.58
HIP 77606	15.843017	-26.28962	6.58
HIP 78434	16.013021	-72.46290	6.58
HIP 79887	16.306537	-73.04340	6.58
HR 6216	16.738166	-27.45624	6.58
HR 6138	16.764907	-83.23988	6.58
HIP 82870	16.936004	15.38367	6.58
HR 6303	17.008990	-45.45176	6.58
HR 6385	17.179375	12.46698	6.58
HR 6133	17.266881	-87.56628	6.58
HR 6579	17.647100	32.73936	6.58
HIP 86819	17.739993	-22.19490	6.58
HIP 87297	17.837501	25.29100	6.58
HIP 89460	18.257410	-48.85158	6.58
HR 6974	18.536495	52.11554	6.58
HIP 92032	18.758670	19.96990	6.58
HIP 92602	18.868992	-21.92153	6.58
HR 7108	18.909011	-49.87907	6.58
HIP 94053	19.147846	-2.28719	6.58
HR 7296	19.275768	-33.52232	6.58
HIP 95385	19.403530	-62.99818	6.58
HIP 96111	19.541253	-30.86947	6.58
HR 7607	19.918473	30.19490	6.58
HIP 98522	20.015545	-74.01256	6.58
HR 7723	20.227931	24.23902	6.58
HR 7833	20.489207	20.08770	6.58
HIP 103641	20.998676	40.25882	6.58
HIP 104265	21.122742	-0.76513	6.58
HIP 104395	21.149281	-5.58188	6.58
HIP 106346	21.538076	48.44383	6.58
HIP 107777	21.834023	52.69732	6.58
HR 8389	21.989683	57.65852	6.58
HIP 111815	22.648777	-38.47734	6.58
HIP 115681	23.436754	-27.42459	6.58
HR 8964	23.632888	46.19944	6.58
HIP 258	0.053698	17.55227	6.59
HIP 1292	0.269860	-79.85118	6.59
HR 116	0.496945	-32.11598	6.59
HIP 5666	1.213250	-6.78338	6.59
HIP 5944	1.274799	42.93942	6.59
HIP 6527	1.397463	17.81834	6.59
HR 419	1.448209	3.53564	6.59
HR 422	1.463024	40.33580	6.59
HR 431	1.478749	-33.76397	6.59
HIP 8082	1.730015	74.60450	6.59
HIP 8689	1.863105	18.29000	6.59
HR 668	2.336906	64.33695	6.59
HIP 11794	2.536491	-32.60633	6.59
HIP 13458	2.888396	-22.09078	6.59
HIP 13626	2.924893	-25.30466	6.59
HIP 18052	3.858655	-21.28111	6.59
HR 1285	4.123678	-42.91678	6.59
HIP 19569	4.192124	-0.42250	6.59
HIP 19986	4.286753	50.86581	6.59
HIP 20916	4.483269	16.15909	6.59
HIP 22381	4.817988	-56.66658	6.59
HR 1627	5.076921	32.32027	6.59
HIP 23995	5.158264	-2.13502	6.59
HIP 26546	5.645517	41.83922	6.59
HIP 27618	5.847610	14.04806	6.59
HR 2050	5.908963	11.76320	6.59
HIP 28208	5.960373	45.90134	6.59
HIP 29468	6.208944	-61.47405	6.59
HIP 29581	6.233473	33.24428	6.59
HIP 29763	6.267775	59.21504	6.59
HR 2250	6.292587	14.05868	6.59
HR 2351	6.483380	11.01921	6.59
HIP 31131	6.532126	-18.06226	6.59
HIP 31344	6.572684	-3.07410	6.59
HR 2465	6.665808	-38.15900	6.59
HIP 32948	6.863133	86.68434	6.59
HR 2633	7.032017	5.55715	6.59
HR 2724	7.206716	-27.47476	6.59
HR 2799	7.348081	-22.85043	6.59
HR 2942	7.629111	-35.27716	6.59
HIP 38331	7.851749	-18.24729	6.59
HIP 39164	8.010120	12.64180	6.59
HIP 39353	8.043753	-36.40123	6.59
HIP 42497	8.664088	19.54082	6.59
HIP 42502	8.664873	-17.30298	6.59
HIP 43746	8.910624	-11.37744	6.59
HR 3573	8.968946	1.54159	6.59
HIP 45121	9.192421	-57.96840	6.59
HIP 47380	9.652987	43.14417	6.59
HIP 47564	9.697860	-30.30338	6.59
HIP 48735	9.940624	54.24377	6.59
HR 3948	9.954253	-64.48935	6.59
HIP 50210	10.250224	-44.46781	6.59
HIP 53005	10.843491	23.40629	6.59
HIP 56130	11.505742	-25.79861	6.59
HIP 56274	11.536814	36.24725	6.59
HIP 57498	11.785506	61.40186	6.59
HIP 57885	11.871730	-51.31477	6.59
HIP 58830	12.066763	-10.29612	6.59
HIP 59433	12.191274	-44.28285	6.59
HIP 65839	13.496412	1.09535	6.59
HR 5125	13.666828	-70.78779	6.59
HIP 67338	13.801418	42.04747	6.59
HIP 67512	13.833756	78.99569	6.59
HIP 67896	13.905937	-17.18012	6.59
HIP 69517	14.230406	11.99775	6.59
HR 5431	14.568881	-42.09926	6.59
HIP 71466	14.615512	42.83116	6.59
HIP 71931	14.711790	14.70858	6.59
HIP 72482	14.820812	-59.40736	6.59
HIP 73383	14.995856	-43.81134	6.59
HIP 73587	15.041660	-7.84043	6.59
HR 5612	15.051827	44.64452	6.59
HR 5613	15.060137	34.56576	6.59
HIP 73977	15.118574	2.36261	6.59
HIP 74893	15.305625	26.84037	6.59
HIP 74999	15.324741	-71.79205	6.59
HR 5805	15.642400	-39.16070	6.59
HIP 79235	16.171090	-26.90913	6.59
HIP 79608	16.245067	7.85824	6.59
HIP 81079	16.559979	-53.20022	6.59
HIP 81085	16.561619	38.09106	6.59
HIP 82324	16.820912	29.96471	6.59
HIP 83014	16.963950	-39.11572	6.59
HIP 83541	17.074399	-28.58268	6.59
HIP 83925	17.152876	-68.84674	6.59
HIP 84238	17.219285	-37.95238	6.59
39Omi Oph	17.300169	-24.28411	6.59
HIP 84636	17.301980	-24.07302	6.59
HR 6551	17.574232	16.50437	6.59
HIP 87810	17.937800	-32.47500	6.59
HIP 88356	18.042961	30.55551	6.59
HR 6813	18.219445	-4.01161	6.59
HR 6947	18.531481	-19.12507	6.59
HR 7070	18.821434	-34.74916	6.59
HIP 93974	19.133883	24.72604	6.59
HIP 94460	19.225954	-62.92258	6.59
HR 7365	19.357050	57.76681	6.59
HIP 96783	19.672583	-5.44752	6.59
HIP 98058	19.927947	40.17290	6.59
HIP 100365	20.354301	15.10429	6.59
HIP 101645	20.604415	16.81473	6.59
HIP 103998	21.070581	-50.43536	6.59
HIP 108129	21.906241	-85.03356	6.59
HIP 109631	22.208299	-40.20316	6.59
HIP 109694	22.219642	86.22136	6.59
HIP 109696	22.219858	25.94057	6.59
HR 8554	22.449769	56.43356	6.59
HIP 111075	22.502330	31.21579	6.59
HIP 114348	23.159019	29.66963	6.59
HIP 115038	23.299052	-13.79517	6.59
HIP 115098	23.312790	-47.43538	6.59
HR 8888	23.366183	26.60890	6.59
HIP 116687	23.646974	62.13496	6.59
HR 9023	23.829087	-62.83949	6.59
HIP 117893	23.913688	74.41009	6.59
HIP 136	0.028579	24.25311	6.60
HIP 1595	0.332299	16.25087	6.60
HIP 2392	0.508139	-39.51855	6.60
HIP 5551	1.186272	46.18385	6.60
HIP 6336	1.356836	-50.93693	6.60
HIP 6869	1.473433	17.07926	6.60
HIP 7201	1.546586	35.84268	6.60
HR 444	1.550979	-9.01466	6.60
HIP 7734	1.659990	45.87777	6.60
HIP 8883	1.906153	8.78105	6.60
HIP 12453	2.672483	49.56025	6.60
HIP 13629	2.925434	2.01827	6.60
HIP 14081	3.024741	32.41273	6.60
HIP 15534	3.335261	69.73131	6.60
HIP 16570	3.555816	47.95008	6.60
HIP 17988	3.844983	1.56395	6.60
HIP 18729	4.012125	-71.16680	6.60
HIP 19174	4.110252	-18.05081	6.60
HIP 20357	4.359665	14.40979	6.60
HIP 21249	4.558788	-6.98808	6.60
HIP 23684	5.090913	46.91638	6.60
HIP 23712	5.098170	26.42993	6.60
HIP 24943	5.343595	-43.53395	6.60
HR 1867	5.488144	-62.31426	6.60
HR 2067	5.934285	13.92491	6.60
HR 2162	6.079642	-48.45830	6.60
HIP 28948	6.110656	-16.51839	6.60
HIP 29399	6.195306	-18.18608	6.60
HIP 29508	6.216499	10.28741	6.60
HIP 29699	6.256571	-11.90444	6.60
HIP 30601	6.430941	0.81274	6.60
HIP 30665	6.444224	13.10117	6.60
HIP 34370	7.124394	-52.20455	6.60
HIP 34913	7.223265	13.76297	6.60
HIP 35669	7.359620	-5.89719	6.60
HIP 36539	7.516308	-10.10753	6.60
HIP 36735	7.556058	-68.76853	6.60
HR 2974	7.681277	-31.66117	6.60
HIP 38615	7.907089	-28.10534	6.60
HIP 39949	8.158486	-59.54158	6.60
HR 3255	8.281730	-21.32065	6.60
HR 3339	8.464912	-26.13296	6.60
HIP 42528	8.670371	6.56564	6.60
HIP 43108	8.779319	-18.75784	6.60
HIP 43128	8.784824	-45.07475	6.60
HIP 43129	8.785358	28.16180	6.60
HIP 46526	9.489585	-43.19025	6.60
HIP 47940	9.769164	-45.91796	6.60
Mu 2Cha	10.068706	-81.56549	6.60
HIP 49428	10.090705	-34.88267	6.60
HIP 49739	10.154131	6.17090	6.60
HIP 49908	10.189602	49.45424	6.60
HR 4028	10.271124	17.74034	6.60
HIP 54801	11.218769	67.32293	6.60
HIP 55254	11.316639	14.26860	6.60
HR 4572	11.954059	40.34374	6.60
HIP 60132	12.332022	-26.73693	6.60
HIP 61444	12.591627	-61.74081	6.60
HR 5146	13.691905	-23.44981	6.60
HIP 66857	13.701772	65.27308	6.60
HIP 67232	13.776831	-62.90962	6.60
HIP 67481	13.828932	8.40864	6.60
HIP 70802	14.480043	-5.21869	6.60
HIP 71192	14.559861	65.39543	6.60
HR 5560	14.950534	-51.44725	6.60
HIP 73589	15.041852	31.68385	6.60
HR 5599	15.045797	-3.03139	6.60
HIP 75084	15.343473	-5.11974	6.60
HIP 82038	16.758382	-19.13693	6.60
HR 6306	16.935119	50.03888	6.60
HIP 83566	17.078756	-25.64535	6.60
HIP 86446	17.663321	49.77985	6.60
HIP 87210	17.817302	54.19438	6.60
HIP 87485	17.875336	16.90051	6.60
HIP 90743	18.515629	-48.01481	6.60
HR 6979	18.520807	65.43602	6.60
HIP 91259	18.615017	3.78989	6.60
HIP 91732	18.706249	-47.76097	6.60
HIP 92700	18.888470	40.99519	6.60
HR 7335	19.317706	33.38881	6.60
HIP 95245	19.378030	37.58122	6.60
HR 7401	19.429657	58.02732	6.60
HR 7399	19.504137	-32.09140	6.60
HIP 95995	19.518957	58.58601	6.60
HIP 96449	19.609005	43.70611	6.60
HR 7464	19.665422	-39.43289	6.60
HIP 100128	20.312119	-61.90671	6.60
HR 7782	20.330089	37.13251	6.60
HIP 102755	20.820017	35.56356	6.60
HR 8103	21.166286	45.50256	6.60
HIP 104941	21.257563	42.02638	6.60
HIP 105214	21.312222	-61.35280	6.60
HIP 107886	21.859368	0.77055	6.60
HIP 111206	22.529234	-35.29045	6.60
8 Lac	22.597804	39.62815	6.60
HIP 113105	22.905024	17.79500	6.60
HIP 113331	22.951905	-3.24522	6.60
HR 8753	23.011782	31.08296	6.60
HIP 115691	23.439152	61.08685	6.60
HIP 117978	23.929360	-13.15258	6.60
HYG 118625	9.462949	-6.07008	6.60
HIP 3	0.000335	38.85928	6.61
HIP 398	0.081937	58.53217	6.61
HIP 3490	0.743154	-78.08219	6.61
HIP 4360	0.931378	-53.19254	6.61
HIP 4794	1.026162	-38.21477	6.61
HR 323	1.107380	-35.66067	6.61
HR 369	1.273470	48.08225	6.61
HIP 9452	2.025940	23.39545	6.61
HIP 11733	2.524174	58.02479	6.61
HIP 13464	2.890105	31.64469	6.61
HIP 13536	2.905524	-55.87921	6.61
HIP 13851	2.971880	32.46088	6.61
HIP 15173	3.258822	-8.77009	6.61
HIP 15291	3.288168	-23.52027	6.61
HR 1065	3.522431	27.57182	6.61
HIP 17155	3.674456	5.12587	6.61
HIP 17930	3.834295	37.87388	6.61
HIP 19504	4.178433	18.42325	6.61
HIP 19666	4.213344	-23.82118	6.61
HIP 21585	4.635438	-58.20381	6.61
HR 1565	4.898835	1.56937	6.61
HIP 27634	5.850305	65.75407	6.61
HIP 27920	5.908232	-8.41265	6.61
HIP 28417	6.001678	27.27219	6.61
HIP 28523	6.020862	65.52541	6.61
HIP 29635	6.244984	-73.62651	6.61
HIP 29731	6.261486	18.29749	6.61
HIP 30067	6.327826	16.01325	6.61
HIP 30079	6.329986	-39.48649	6.61
HR 2290	6.335018	-48.74109	6.61
HR 2306	6.396571	-19.78539	6.61
HIP 30760	6.463504	-62.14993	6.61
HIP 31231	6.551114	78.97953	6.61
HIP 31396	6.581578	16.20578	6.61
HIP 31552	6.604186	58.10678	6.61
HIP 32252	6.734782	62.96299	6.61
HR 2350	6.741752	82.11533	6.61
HIP 33880	7.032481	63.67693	6.61
HR 2688	7.116664	-26.65675	6.61
HR 2824	7.398454	-30.21701	6.61
HR 2889	7.528529	-35.88781	6.61
HR 2952	7.640005	-39.99195	6.61
HIP 38062	7.800950	5.40981	6.61
HIP 38436	7.874549	-13.86279	6.61
HIP 39355	8.044706	-49.95046	6.61
HR 3193	8.189352	38.73131	6.61
HIP 40699	8.308018	54.56384	6.61
HIP 41266	8.419250	-55.47283	6.61
HR 3325	8.454797	-6.40972	6.61
HIP 41599	8.481128	-42.58747	6.61
HIP 42523	8.669848	19.97113	6.61
HIP 44728	9.114216	38.27844	6.61
HIP 44757	9.121858	-57.46373	6.61
HIP 45264	9.225326	-49.09454	6.61
HIP 45335	9.239293	-32.55694	6.61
HIP 45699	9.316342	17.70535	6.61
HIP 45723	9.320934	26.25184	6.61
HIP 47247	9.630527	24.67028	6.61
HIP 48192	9.824568	36.74739	6.61
HIP 50874	10.388209	-13.37715	6.61
HIP 50958	10.407019	2.39325	6.61
HIP 51141	10.447027	-73.16795	6.61
HIP 51325	10.483776	29.72752	6.61
HIP 52120	10.648482	16.12742	6.61
40 Sex	10.821465	-4.02393	6.61
HIP 55238	11.312156	-58.18641	6.61
HIP 55288	11.322955	-1.65489	6.61
HIP 56535	11.592197	11.18861	6.61
HIP 57192	11.726955	-80.48348	6.61
HIP 58765	12.051859	-48.19494	6.61
HR 4636	12.184143	-45.42287	6.61
HIP 59811	12.265440	-54.05681	6.61
HIP 60517	12.405946	-47.37294	6.61
HIP 60561	12.414437	-72.60390	6.61
HIP 60912	12.483500	-83.80267	6.61
HIP 61486	12.597988	-12.06913	6.61
HIP 61579	12.618783	8.79687	6.61
HIP 62109	12.729915	-12.01422	6.61
HIP 62651	12.837232	-62.64130	6.61
HIP 64828	13.289438	-11.48353	6.61
HIP 65798	13.487797	-45.53777	6.61
HIP 67908	13.908806	-22.24504	6.61
HIP 69299	14.184025	-48.78244	6.61
HIP 70784	14.475543	-10.00429	6.61
HIP 71727	14.672021	-45.79384	6.61
HIP 72238	14.773176	56.61640	6.61
17 Lib	14.970392	-11.15476	6.61
HIP 78429	16.011809	31.56824	6.61
HIP 78991	16.123644	-48.42244	6.61
HIP 79231	16.170083	1.60109	6.61
HIP 79248	16.173412	43.81764	6.61
HR 6066	16.282991	-21.30413	6.61
HIP 80948	16.529051	-64.47341	6.61
HR 6265	16.905472	-41.81987	6.61
HIP 84663	17.308304	25.80800	6.61
HIP 85852	17.544808	74.22736	6.61
HIP 86097	17.595155	-6.12033	6.61
HIP 87105	17.797794	34.27787	6.61
HIP 87386	17.857153	-53.83879	6.61
HR 6776	18.130098	13.07111	6.61
HIP 88841	18.135346	2.21865	6.61
HIP 89878	18.340369	28.98353	6.61
HIP 90281	18.420887	-13.97842	6.61
HIP 92086	18.767738	-27.49900	6.61
HIP 92713	18.891256	42.90261	6.61
HR 7222	19.061801	21.26835	6.61
HIP 94576	19.247279	31.86035	6.61
HIP 94714	19.272888	-75.80010	6.61
HIP 96159	19.552157	5.02939	6.61
HR 7436	19.560121	38.76197	6.61
HIP 96622	19.645377	-10.15666	6.61
HIP 98630	20.032096	31.11757	6.61
HIP 99405	20.176028	48.23118	6.61
HIP 100145	20.314075	26.99124	6.61
HIP 100925	20.462290	-30.86784	6.61
HR 7861	20.547869	43.19157	6.61
HIP 101839	20.638038	48.07011	6.61
HR 7912	20.656424	45.66691	6.61
HIP 101998	20.670144	-2.65511	6.61
HR 8022	20.936885	51.07502	6.61
HIP 103640	20.998563	-13.05163	6.61
HIP 104279	21.125799	-0.16385	6.61
HR 8111	21.304504	-75.34676	6.61
HIP 105205	21.310980	24.65946	6.61
HR 8212	21.470541	-11.56828	6.61
HIP 107339	21.740394	46.86283	6.61
HIP 108039	21.888838	53.99718	6.61
HIP 108127	21.906120	12.75106	6.61
HIP 110355	22.351065	-62.54830	6.61
HIP 110828	22.453026	61.91221	6.61
HIP 111541	22.597137	20.27433	6.61
HIP 115550	23.405806	86.41779	6.61
HIP 116228	23.549019	46.12368	6.61
HR 8978	23.685273	-24.16048	6.61
HIP 117954	23.925722	52.73558	6.61
HIP 133	0.028230	-40.14870	6.62
HIP 502	0.100149	28.27695	6.62
HIP 3532	0.750668	62.52860	6.62
HIP 7100	1.524967	-29.98498	6.62
HIP 9147	1.964736	75.33607	6.62
HIP 9258	1.983532	-22.91980	6.62
HIP 13944	2.993442	-7.17995	6.62
HIP 14150	3.040559	26.60924	6.62
HIP 15140	3.253071	-64.44388	6.62
HIP 16450	3.531650	48.73515	6.62
HIP 17862	3.822708	24.38096	6.62
HIP 18950	4.060943	-47.86189	6.62
HIP 19611	4.202576	0.73559	6.62
HIP 21267	4.562955	13.25188	6.62
HIP 21468	4.610537	36.95279	6.62
HIP 21999	4.728995	-52.26329	6.62
HR 1632	5.077212	27.69602	6.62
HIP 24172	5.190986	30.80533	6.62
HIP 24971	5.348118	9.72465	6.62
HR 1769	5.364164	-13.75568	6.62
HIP 25480	5.449768	-2.36065	6.62
HIP 26034	5.554315	32.28935	6.62
HIP 26474	5.631149	71.65437	6.62
HIP 26969	5.723005	29.20022	6.62
HR 2017	5.799466	-40.65297	6.62
HR 2104	5.903316	-64.48224	6.62
HR 2045	5.937349	51.80399	6.62
HR 2109	5.993819	-1.44406	6.62
HR 2210	6.212387	-2.50482	6.62
HR 2283	6.251678	-71.70277	6.62
HIP 30002	6.314962	35.20795	6.62
HR 2507	6.767561	-39.54026	6.62
HIP 32801	6.837966	-17.29198	6.62
HIP 33669	6.994870	-33.47572	6.62
HIP 33705	7.002714	-31.14169	6.62
HIP 34103	7.071416	37.56397	6.62
HIP 34589	7.164491	-16.23473	6.62
HR 2850	7.444634	-23.71261	6.62
HIP 36934	7.592660	-26.62865	6.62
HIP 38081	7.804185	-54.71428	6.62
HR 3146	8.005426	-45.45695	6.62
HIP 39565	8.084251	-33.59132	6.62
HIP 40366	8.241570	-40.82587	6.62
HIP 41746	8.512894	-41.51501	6.62
HIP 41899	8.543780	-14.41797	6.62
HIP 42342	8.632243	-74.57394	6.62
HR 3702	9.326082	-11.31496	6.62
HIP 45758	9.330883	5.21605	6.62
HIP 46630	9.509202	-45.57056	6.62
HIP 48830	9.961021	-16.52213	6.62
HIP 49264	10.056541	-33.23829	6.62
HIP 49450	10.095910	-30.89167	6.62
HIP 51021	10.423257	-29.19384	6.62
HIP 51444	10.506226	-57.07739	6.62
HIP 52436	10.719287	-61.16853	6.62
HIP 54819	11.222147	33.44374	6.62
HIP 56673	11.620749	-69.67422	6.62
HIP 57809	11.853651	-43.93306	6.62
HIP 57960	11.888005	-36.57736	6.62
HIP 58208	11.938107	35.44817	6.62
HIP 58981	12.093067	-5.84588	6.62
HIP 63155	12.940711	-0.95459	6.62
HIP 63359	12.982704	-21.54676	6.62
48 Vir	13.065117	-3.66314	6.62
HR 5021	13.314201	3.68763	6.62
Iot2Mus	13.455154	-74.69176	6.62
HIP 66005	13.532720	-65.32185	6.62
17Kap1Boo	14.224385	51.78787	6.62
HIP 69823	14.289621	-9.02276	6.62
HIP 69825	14.290421	-55.76515	6.62
HIP 72298	14.784820	0.97089	6.62
HIP 73211	14.962493	18.98690	6.62
HIP 74385	15.201124	22.31343	6.62
HIP 75030	15.331253	62.47426	6.62
HIP 77059	15.734472	-31.60334	6.62
HIP 81434	16.633260	-46.15462	6.62
HIP 82510	16.863916	28.66639	6.62
HIP 82822	16.925705	-21.56951	6.62
HIP 84560	17.286155	13.13421	6.62
HIP 86677	17.709774	-4.84976	6.62
HIP 86859	17.747154	35.21767	6.62
HR 6844	18.284678	1.00573	6.62
HIP 92879	18.925112	14.38497	6.62
HR 7155	18.972363	-24.87686	6.62
HIP 94823	19.294433	-15.96714	6.62
HIP 95322	19.393586	-53.94613	6.62
HIP 96185	19.557537	33.20186	6.62
HIP 96423	19.603504	6.00742	6.62
HIP 98099	19.936275	-38.32654	6.62
HR 7616	19.950117	20.99829	6.62
HIP 98753	20.058167	36.02514	6.62
HIP 98780	20.061733	21.49650	6.62
HIP 100266	20.337359	-34.58530	6.62
HIP 101308	20.534755	-5.24238	6.62
HIP 101787	20.628858	-41.22763	6.62
HIP 103422	20.953637	35.31173	6.62
HR 8037	20.997458	16.82434	6.62
HIP 103863	21.045264	3.35025	6.62
HIP 105002	21.266560	-13.20269	6.62
HIP 105181	21.307260	-20.33548	6.62
HIP 107962	21.872569	-3.17466	6.62
HIP 109550	22.190879	-43.84253	6.62
HIP 109843	22.246825	22.52342	6.62
HR 8525	22.305668	76.48803	6.62
HIP 110405	22.362553	66.70627	6.62
HIP 111088	22.505196	57.22545	6.62
HIP 112408	22.767979	-55.06360	6.62
HIP 115228	23.339117	60.27476	6.62
HIP 115417	23.380183	20.55895	6.62
HIP 115544	23.404574	3.71551	6.62
HIP 117844	23.901119	39.28251	6.62
HIP 1026	0.213338	46.09540	6.63
HIP 1063	0.220190	62.04088	6.63
HIP 1146	0.239114	-62.77195	6.63
HIP 1176	0.244572	-14.80524	6.63
HIP 3369	0.714095	-9.92169	6.63
HIP 5233	1.115287	70.93140	6.63
HR 501	1.694780	-50.03864	6.63
HIP 9924	2.129434	18.02944	6.63
HR 677	2.327021	39.83495	6.63
HR 832	2.798867	-12.46065	6.63
HIP 13269	2.845167	19.16048	6.63
HIP 13765	2.952876	0.44780	6.63
HIP 13828	2.966263	64.41912	6.63
HIP 14765	3.177569	-57.80979	6.63
HIP 18545	3.967415	72.72457	6.63
HIP 18847	4.041119	-78.63311	6.63
HIP 20974	4.497757	69.37831	6.63
HIP 21258	4.560690	-8.25566	6.63
HIP 24009	5.161170	62.47971	6.63
HIP 24447	5.244288	31.40193	6.63
HIP 25008	5.354817	54.25254	6.63
HIP 27244	5.774438	-53.21932	6.63
HIP 27537	5.831724	-30.62115	6.63
HIP 27961	5.915330	14.21983	6.63
HIP 28301	5.981361	25.77700	6.63
HIP 29166	6.152013	7.51353	6.63
HR 2232	6.263059	4.28364	6.63
HR 2246	6.272521	1.08035	6.63
HIP 30569	6.425720	23.44214	6.63
HIP 30970	6.500638	7.92111	6.63
HIP 36320	7.476206	-10.04375	6.63
HIP 39421	8.058251	-49.49856	6.63
HIP 40438	8.257005	-52.06030	6.63
HIP 40916	8.350130	-52.22797	6.63
HIP 42076	8.575891	5.50394	6.63
HIP 42294	8.622808	28.29440	6.63
HIP 44596	9.085165	-29.01818	6.63
HR 3756	9.460669	-35.00741	6.63
HIP 47266	9.633687	14.34727	6.63
HIP 48042	9.793473	-33.24369	6.63
HIP 48125	9.811903	-26.41444	6.63
HIP 48710	9.935008	52.26898	6.63
HIP 49633	10.129342	-7.63077	6.63
HIP 49662	10.138368	-58.19858	6.63
HIP 50097	10.228844	50.49652	6.63
HIP 50792	10.370603	8.96437	6.63
HIP 52536	10.741140	-23.98543	6.63
HIP 53134	10.869477	50.26546	6.63
HIP 53951	11.038236	58.66640	6.63
HR 4344	11.212347	54.89429	6.63
HIP 54910	11.243812	-1.27082	6.63
HIP 59055	12.110517	-37.86010	6.63
HIP 59313	12.168276	-17.53739	6.63
HIP 60041	12.312980	-88.41492	6.63
HR 4751	12.479047	25.89932	6.63
HIP 62610	12.829355	-15.88305	6.63
HIP 63152	12.940528	65.99439	6.63
HIP 64362	13.191782	-35.12991	6.63
HIP 64867	13.295735	-47.58993	6.63
HIP 65265	13.375263	-6.20215	6.63
HIP 68418	14.006509	39.02994	6.63
HR 5397	14.424970	-19.96999	6.63
HIP 71890	14.703647	-32.77031	6.63
HIP 72869	14.894393	6.24180	6.63
HIP 74082	15.138723	65.78869	6.63
HIP 76734	15.669707	-56.91459	6.63
